Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Yaw,Pitch,Roll
2.327999999999965,0.5828974181263976,6.716172520318242e-16,1.1264198121675852,0.044543628442821476,-8.576276313944233e-16,-0.10530782301135985,3.500762659066709e-17,-0.23990924812030814,1.2199405827862528e-16
2.329999999999965,0.5829865053832832,6.699019967690354e-16,1.1262091965215626,0.044975932943084065,-8.599398295707925e-16,-0.10518215422630164,3.4719264833116787e-17,-0.24005248734784954,1.1728554287735193e-16
2.3319999999999648,0.5830764572491693,6.681821171098938e-16,1.12599883221311,0.04540545771073872,-8.621626759171833e-16,-0.10505418806911937,3.43836831769981e-17,-0.24019581206267465,1.130323378995503e-16
2.3339999999999645,0.5831672681645909,6.664577917580594e-16,1.1257887238369717,0.04583220003709097,-8.643048549746103e-16,-0.10492394206588448,3.4019886054183965e-17,-0.24033921695928012,1.0922994747255417e-16
2.3359999999999643,0.583258932564665,6.647291820481102e-16,1.12557887595284,0.04625615732583249,-8.663749601707714e-16,-0.10479143371166463,3.36087682354634e-17,-0.2404826967591487,1.059939587735737e-16
2.337999999999964,0.5833514448793167,6.629964321277687e-16,1.1253692930854167,0.04667732709255099,-8.683838018989325e-16,-0.10465668047017136,3.317409285170782e-17,-0.24062624621073317,1.0331886142384022e-16
2.339999999999964,0.5834447995335018,6.612596645239708e-16,1.1251599797244762,0.04709570696423896,-8.703420787751864e-16,-0.10451969977341029,3.268723533164781e-17,-0.2407698600894413,1.0098932318405372e-16
2.3419999999999637,0.5835389909474303,6.595189803664205e-16,1.1249509403249294,0.047511294678801205,-8.722563940455034e-16,-0.10438050902133368,3.216719898850732e-17,-0.2409135331976213,9.911173835168895e-17
2.3439999999999634,0.5836340135367879,6.577744675783295e-16,1.1247421793068868,0.04792408808456119,-8.741353762400425e-16,-0.10423912558149565,3.159964103080842e-17,-0.24105726036454797,9.791146853638589e-17
2.3459999999999632,0.583729861712957,6.560261968258494e-16,1.1245337010557237,0.048334085139766184,-8.759919654832025e-16,-0.10409556678870964,3.0989261703853523e-17,-0.2412010364464096,9.716549790704075e-17
2.347999999999963,0.5838265298832366,6.54274212894883e-16,1.1243255099221463,0.04874128391209123,-8.77834845026786e-16,-0.10394984994470857,3.035506975899489e-17,-0.24134485632629543,9.686930847316584e-17
2.349999999999963,0.5839240124510607,6.525185432048294e-16,1.124117610222257,0.04914568257814192,-8.796726065875346e-16,-0.10380199231780732,2.9692272140348797e-17,-0.24148871491418364,9.68020148597193e-17
2.3519999999999626,0.584022303816217,6.507591979916544e-16,1.1239100062376213,0.04954727942295594,-8.815096273615976e-16,-0.10365201114256775,2.8976998275427494e-17,-0.24163260714693022,9.730241023450852e-17
2.3539999999999623,0.5841213983750629,6.489961787369312e-16,1.123702702215336,0.04994607283950348,-8.833567669078903e-16,-0.10349992361946625,2.8218729024233664e-17,-0.24177652798825786,9.814620998485237e-17
2.355999999999962,0.5842212905207419,6.472294652031155e-16,1.1234957023680971,0.050342061328186416,-8.852205991512945e-16,-0.10334574691456369,2.740787909050365e-17,-0.24192047242874598,9.966880067665434e-17
2.357999999999962,0.5843219746433983,6.454590240048128e-16,1.123289010874268,0.05073524349633632,-8.871141113531799e-16,-0.1031894981591779,2.6544378309864006e-17,-0.24206443548582066,1.0187010361412268e-16
2.3599999999999617,0.584423445130391,6.436847957821064e-16,1.1230826318779497,0.051125618057711264,-8.890502927442555e-16,-0.1030311944495586,2.5628153998071116e-17,-0.24220841220374537,1.0463926813005693e-16
2.3619999999999615,0.5845256963665064,6.41906695196618e-16,1.1228765694890506,0.05151318383199147,-8.910400176052064e-16,-0.10287085284656497,2.4682994573470392e-17,-0.24235239765361222,1.0774844686222071e-16
2.3639999999999612,0.5846287227341704,6.401246151614075e-16,1.1226708277833575,0.05189793974427379,-8.930897991479976e-16,-0.10270849037534549,2.369934779733349e-17,-0.24249638693333328,1.110889266286335e-16
2.365999999999961,0.5847325186136589,6.383384355631115e-16,1.1224654108026069,0.05227988482456496,-8.9520407785348e-16,-0.10254412402502039,2.26771637271907e-17,-0.24264037516763254,1.149938077021885e-16
2.367999999999961,0.5848370783833081,6.365480274074045e-16,1.1222603225545569,0.05265901820727373,-8.973936624725227e-16,-0.10237777074836663,2.1606856091621367e-17,-0.24278435750803784,1.1935439308797255e-16
2.3699999999999606,0.5849423964197227,6.347532400824595e-16,1.12205556701306,0.05303533913070184,-8.99667289995546e-16,-0.10220944746150532,2.050267463992979e-17,-0.24292832913287404,1.2416715788850147e-16
2.3719999999999604,0.5850484670979841,6.329539055024684e-16,1.121851148118137,0.053408846936533805,-9.020336266123139e-16,-0.10203917104359161,1.9345500710317694e-17,-0.243072285247255,1.2954774338999139e-16
2.37399999999996,0.5851552847918572,6.311498382492438e-16,1.1216470697760499,0.05377954106932558,-9.04503558769545e-16,-0.10186695833650722,1.8144802286348156e-17,-0.24321622108307717,1.354938995138491e-16
2.37599999999996,0.5852628438739959,6.293408311317046e-16,1.121443335859377,0.05414742107599207,-9.0708792879887e-16,-0.10169282614455524,1.6914825881567864e-17,-0.24336013189901243,1.4200221841183477e-16
2.3779999999999597,0.5853711387161479,6.275266552741069e-16,1.1212399502070878,0.054512486605293495,-9.097975110680778e-16,-0.10151679123415769,1.5655518001867947e-17,-0.24350401298050206,1.4896170675419115e-16
2.3799999999999595,0.5854801636893585,6.257070602519707e-16,1.1210369166246195,0.054874737407320684,-9.12640959509037e-16,-0.10133887033355533,1.435253308573367e-17,-0.24364785963974975,1.5637584040632919e-16
2.3819999999999593,0.5855899131641732,6.238817783329526e-16,1.1208342388839523,0.055234173332979176,-9.156270015218391e-16,-0.10115908013251022,1.3010591219537299e-17,-0.24379166721571566,1.64243504409213e-16
2.383999999999959,0.5857003815108391,6.220505243299089e-16,1.1206319207236872,0.0555907943334723,-9.18764343174768e-16,-0.10097743728201058,1.1615336836148161e-17,-0.24393543107411006,1.7267920866706365e-16
2.385999999999959,0.5858115630995061,6.202129956435594e-16,1.1204299658491232,0.05594460045978307,-9.220638880631226e-16,-0.10079395839397828,1.0195320302711613e-17,-0.24407914660738714,1.8167596028442675e-16
