Time,PosX_1,PosY_1,PosZ_1,VelX_1,VelY_1,VelZ_1,Yaw_1,Pitch_1,Roll_1,PosX_2,PosY_2,PosZ_2,VelX_2,VelY_2,VelZ_2,Yaw_2,Pitch_2,Roll_2
1.418000000000001,0.7371622017180792,0.0004273944720353493,0.9621821071315272,0.2449703700248652,-6.162144459356785e-05,-0.4415742063271307,-0.001235902423860615,-0.3277873229823329,0.0006233926568046269,0.6575049810224226,-0.06624658694362777,1.6161692451582272,0.6575049810224226,-0.06624658694362777,1.6161692451582272,-0.04917424207900738,-0.049719992175446134,-0.2765891288485456
1.420000000000001,0.7376521424581289,0.0004272712291461621,0.9612989587188729,0.24570191215273932,-7.177506536874955e-05,-0.4452736730307272,-0.0012379075375833788,-0.32751208054026715,0.0006145724629081163,0.6562831961950502,-0.0673737989599872,1.6163632675289912,0.6562831961950502,-0.0673737989599872,1.6163632675289912,-0.04871832198847128,-0.05026654005187127,-0.2756251435163295
1.422000000000001,0.7381435462824344,0.00042712767901542464,0.9604084113728115,0.24642543248612328,-8.182965941710988e-05,-0.4489082918156337,-0.0012398671253213641,-0.3272410329824745,0.0006047101859129598,0.6550696516126944,-0.06849174579014664,1.6165525057305488,0.6550696516126944,-0.06849174579014664,1.6165525057305488,-0.04826249924343757,-0.05081722857869529,-0.2746593245108171
1.424000000000001,0.7386363971474066,0.00042696401969659044,0.9595105947891802,0.24714091792270595,-9.176825442957016e-05,-0.4524782852416285,-0.0012410250708224308,-0.32697413301907685,0.0005938192918198766,0.6538643267010307,-0.06960045041685888,1.616736992278514,0.6538643267010307,-0.06960045041685888,1.616736992278514,-0.04780676539201763,-0.051370278744649445,-0.2736924395754171
1.426000000000001,0.739130678983252,0.0004267804831877313,0.9586056382186969,0.2478483580721936,-0.00010157334572151,-0.4559838868003132,-0.001241909670436196,-0.32671122804142383,0.0005834482777234051,0.6526672007198226,-0.07069993594907528,1.6169167596747065,0.6526672007198226,-0.07069993594907528,1.6169167596747065,-0.047351496825583025,-0.05192675511849895,-0.27272416050504505
1.428000000000001,0.7396263756993964,0.0004265773364962883,0.9576936704450963,0.24854774685430062,-0.00011125100288468425,-0.4594253407105789,-0.0012428399142065734,-0.3264524033599394,0.0005732967003204219,0.6514782528256693,-0.07179022559896722,1.6170918403854508,0.6514782528256693,-0.07179022559896722,1.6170918403854508,-0.04689621858402484,-0.052486536065077416,-0.27175270615322117
1.430000000000001,0.740123471193105,0.0004263548344905189,0.9567748197636752,0.24923907856984812,-0.00012080307041674184,-0.46280290128420604,-0.0012442334426410607,-0.32619832843021596,0.0005627123861016414,0.6502974620378011,-0.07287134269474417,1.617262266851871,0.6502974620378011,-0.07287134269474417,1.617262266851871,-0.04644117010051133,-0.053048924207370826,-0.2707800476810603
1.432000000000001,0.7406219493502446,0.0004261132283496854,0.9558492139611068,0.24992233829440247,-0.0001302217794350151,-0.46611683227766715,-0.0012455548203952457,-0.3259478752820692,0.0005518197769027861,0.6491248072340129,-0.07394331073795404,1.6174280715052656,0.6491248072340129,-0.07394331073795404,1.6174280715052656,-0.045986233957373064,-0.053613700166018984,-0.26980603144795345
1.434000000000001,0.7411217940268334,0.00042585278479081534,0.9549169802965515,0.25059753101890775,-0.00013950083553029299,-0.4693674077577099,-0.0012466328526025909,-0.32570148369729357,0.0005418299754657275,0.6479602671809656,-0.07500615333972604,1.617589286742045,0.6479602671809656,-0.07500615333972604,1.617589286742045,-0.04553161805991315,-0.0541811943326187,-0.2688325856479688
1.436000000000001,0.7416229890888713,0.00042557378311975475,0.953978245481036,0.25126465607722687,-0.00014865236612844862,-0.47255491074700556,-0.001247212036327192,-0.32545908799037404,0.0005318031860651923,0.6468038205403155,-0.07605989422559227,1.6177459449229556,0.6468038205403155,-0.07605989422559227,1.6177459449229556,-0.045077497797243876,-0.054751560344988404,-0.26785772943599845
1.438000000000001,0.7421255184010257,0.00042527647838749784,0.9530331356595421,0.2519237153103584,-0.0001576740254429833,-0.47567963319492523,-0.0012480522576540766,-0.32522069886235994,0.0005228674094107957,0.6456554458630573,-0.07710455717093394,1.61789807835676,0.6456554458630573,-0.07710455717093394,1.61789807835676,-0.04462416005402502,-0.05532385099463506,-0.2668815237277062
