Epoch	EpRet	EpLen	TotalEnvInteracts	Time	VVals_1	LossPi_1	LossV_1	Entropy_1	KL_1	ClipFrac_1
22	87.391464	608.375	115000	112.60145854949951	4.4086466	1.2655258e-07	67.84948	0.9126221	0.00026108598	0.0
23	80.84592	573.375	120000	116.40638041496277	4.8364244	-2.9563903e-08	57.138687	0.912352	0.00028881145	0.0
24	83.06301	587.75	125000	121.62173223495483	5.133599	1.7967224e-07	53.4078	0.9120676	0.0008817134	0.0
25	74.95749	530.55554	130000	125.5128128528595	5.530471	1.01375576e-07	47.48205	0.9118758	0.00093425275	0.0
26	68.70131	488.8	135000	130.00589895248413	5.9257545	3.0326845e-08	39.13652	0.91172284	0.00021877512	0.0
27	58.10175	409.5	140000	133.88108944892883	6.173239	1.5068053e-08	37.02129	0.91165537	-0.00010486524	0.0
28	72.145164	508.66666	145000	137.71594905853271	6.362164	8.69751e-08	38.822063	0.9115741	0.00018322804	0.0
29	70.301315	493.7	150000	142.4805383682251	6.584197	-1.5068053e-08	35.82338	0.911475	0.00032666448	0.0
30	76.98874	538.0	155000	146.3420388698578	6.7220063	-5.722046e-09	34.40859	0.91137284	-2.0474363e-05	0.0
31	77.84648	538.55554	160000	153.7343349456787	6.948218	-8.068085e-08	34.378082	0.9112893	-9.750616e-05	0.0
32	76.84369	537.2222	165000	157.85672402381897	7.0976844	4.4488907e-08	31.16315	0.9112344	0.0003866645	0.0
33	76.49553	537.6667	170000	162.49735760688782	7.282793	2.4318695e-08	29.086931	0.9111628	7.7805256e-05	0.0
34	77.435524	538.8889	175000	166.4647092819214	7.4981923	1.5068053e-08	28.946247	0.9110848	0.0011036067	0.0
35	76.094574	534.44446	180000	170.29685831069946	7.620892	-3.9100648e-08	26.55553	0.91104335	0.0012109199	0.0
36	74.038574	515.44446	185000	174.8604166507721	7.806528	4.401207e-08	25.96439	0.91095877	0.00084544317	0.0
37	66.62549	476.5	190000	178.76348876953125	7.9520593	3.685951e-08	20.500332	0.9108313	-0.00036737198	0.0
38	69.32991	492.7	195000	182.78842425346375	8.058769	-5.9127807e-08	21.534498	0.91071796	0.0003013987	0.0
39	68.82145	501.77777	200000	190.19356560707092	8.140989	-2.0217895e-08	20.007694	0.9105974	0.0002652463	0.0
40	62.72651	455.8	205000	194.2522473335266	8.277444	-2.1266937e-08	18.522594	0.91047716	-0.000108113956	0.0
41	68.61243	485.2	210000	198.33129286766052	8.444091	-3.871918e-08	19.388935	0.9103195	0.0004537896	0.0
42	48.860905	350.15384	215000	205.83772921562195	8.644272	5.2452087e-09	17.33434	0.9102003	0.0002880692	0.0
43	56.02303	403.75	220000	209.8571960926056	8.6730175	-2.0980835e-09	16.377031	0.9100218	0.00030677105	0.0
44	61.579906	446.36365	225000	217.16542291641235	8.680307	1.335144e-09	16.393517	0.90977657	0.0010861778	0.0
45	69.64876	493.6	230000	224.34387040138245	8.78195	-2.6941299e-08	17.782263	0.9095806	0.0003844153	0.0
46	70.240524	498.0	235000	228.41077613830566	8.8184	-1.8978119e-08	17.999731	0.90942764	1.502633e-06	0.0
47	69.32497	497.7	240000	234.10446858406067	8.824213	-9.536743e-11	16.77812	0.9093553	0.00012155068	0.0
48	70.85235	495.3	245000	241.5476038455963	8.986412	-1.2207031e-08	17.857159	0.9092744	0.00018732247	0.0
49	67.56929	472.3	250000	245.62860465049744	9.110773	2.3555756e-08	16.81924	0.90912676	-4.5712375e-05	0.0
50	70.01671	497.0	255000	251.13581466674805	9.084914	2.3937226e-08	16.301987	0.908943	-0.00027230152	0.0
51	65.489944	458.7	260000	256.6216678619385	9.20815	-3.862381e-09	15.662929	0.90874314	0.00034211652	0.0
52	70.13182	490.7	265000	260.62669587135315	9.22027	9.536744e-10	16.533802	0.90854317	-2.2452165e-05	0.0
53	67.40105	487.0	270000	264.511118888855	9.267311	-7.6293943e-10	14.089107	0.9083682	-6.336091e-05	0.0
54	67.72376	477.2	275000	268.48308992385864	9.386691	-2.1076202e-08	14.96677	0.9081898	9.825101e-05	0.0
55	67.415054	475.7	280000	273.8352630138397	9.399593	3.5762786e-09	14.589954	0.90791726	0.0003384007	0.0
56	61.68876	438.63635	285000	278.5740053653717	9.476346	-6.008148e-09	12.928161	0.90765685	0.00041246778	0.0
57	69.90572	488.6	290000	283.2857446670532	9.459027	-1.8119812e-09	14.812644	0.9073659	0.0004910946	0.0
58	69.7892	492.8	295000	287.92508578300476	9.462396	-9.536744e-10	14.147716	0.90709335	0.0012876488	0.0002
59	68.80177	494.2	300000	291.8695945739746	9.433189	-3.6430357e-08	13.2216215	0.9068155	0.0008852563	0.0002
60	68.237976	488.6	305000	295.74654507637024	9.465582	-2.6702882e-08	12.747638	0.9065191	-0.00052037585	0.0
61	67.20209	486.1	310000	301.13680386543274	9.533894	9.536744e-10	12.249336	0.9062693	-0.0007050669	0.0
62	67.99845	486.0	315000	305.2608394622803	9.60866	2.632141e-08	12.615806	0.9060619	0.00039070786	0.0
63	64.693474	471.2	320000	309.9647500514984	9.634622	-1.4781952e-08	11.011195	0.9058506	0.000625286	0.0
64	65.29764	474.6	325000	313.9046459197998	9.683567	-1.6212464e-08	10.533403	0.9056557	0.0006120662	0.0
65	61.036366	438.45456	330000	318.4738163948059	9.783406	5.0544737e-09	9.861659	0.9055498	0.00034957504	0.0
66	61.72648	441.63635	335000	323.85300302505493	9.801997	-6.9618227e-09	9.998066	0.90538406	0.00084531424	0.0
67	66.72795	471.8	340000	327.86585783958435	9.757639	-3.7193297e-09	10.936902	0.90520185	0.00010912382	0.0
68	67.99284	486.2	345000	335.3894610404968	9.621065	-1.8548965e-08	10.190583	0.90500295	-0.00013111827	0.0
69	69.08699	493.4	350000	340.00454592704773	9.688648	4.196167e-09	10.122795	0.9047842	-0.00049409294	0.0
70	67.5043	480.9	355000	344.593150138855	9.735233	-2.2506715e-08	9.81699	0.904613	0.001093827	0.0002
71	63.275692	450.63635	360000	352.1646251678467	9.79589	-1.7356873e-08	9.836762	0.90448505	-9.8330165e-05	0.0
72	69.23279	490.4	365000	359.6551332473755	9.7815895	-5.3977967e-08	9.192333	0.9043968	-0.00018104697	0.0
73	68.43841	481.4	370000	364.2284016609192	9.847472	1.9073487e-09	9.445799	0.9043171	0.0006596435	0.0
74	73.60818	512.0	375000	371.7271566390991	9.893297	9.155274e-09	10.519437	0.90428865	0.0005898099	0.0
75	74.215744	519.1111	380000	379.1531057357788	10.006285	-2.2888185e-09	10.3698635	0.90429044	0.00034175653	0.0
76	71.94314	504.1111	385000	382.9397015571594	9.84293	2.1648408e-08	10.205202	0.9042615	0.0006779943	0.0
77	75.03264	526.0	390000	388.5179431438446	9.877516	-5.817413e-09	10.32744	0.90419793	0.0006976738	0.0
78	74.56422	521.0	395000	392.6978268623352	9.932676	2.5749207e-08	10.144736	0.9040861	-4.8178674e-05	0.0
79	75.12428	523.1111	400000	396.5485656261444	9.97401	-2.1457673e-08	10.468948	0.904	0.00040702437	0.0
80	71.29291	499.55554	405000	404.0637562274933	10.11546	-2.155304e-08	9.574973	0.9038456	0.0005053628	0.0
81	71.62145	500.8889	410000	410.7411015033722	10.203364	-2.965927e-08	9.779258	0.9036966	0.001983371	0.0008
82	56.551563	402.91666	415000	414.7326076030731	10.535289	-1.783371e-08	9.358651	0.9035504	0.0007721918	0.0
83	55.06326	398.58334	420000	418.6962938308716	10.729483	-4.196167e-09	9.915901	0.9033746	0.00021772191	0.0
84	56.72371	401.75	425000	424.1044638156891	10.751187	-4.577637e-09	9.227256	0.9031877	0.000109704015	0.0
85	58.072094	412.25	430000	428.060231924057	10.764046	1.373291e-08	9.133435	0.9030615	0.0019381046	0.0
86	64.02442	446.18182	435000	435.4696397781372	10.528962	1.1539459e-08	6.936745	0.90293866	0.0012871523	0.0
87	70.964035	490.9	440000	440.81628704071045	10.267021	-1.2969971e-08	7.638097	0.9028337	0.00072865793	0.0
88	72.76736	499.8	445000	445.37942814826965	10.038145	1.0490417e-08	7.527247	0.9026706	0.00022229702	0.0
89	73.31458	512.3333	450000	450.1650037765503	10.16544	-4.768372e-10	7.7643867	0.90247893	0.00020260697	0.0
90	72.594696	508.55554	455000	457.68239665031433	10.407259	-3.4332275e-09	7.439103	0.9022298	0.00096847647	0.0
91	77.08994	535.1111	460000	465.1370265483856	10.173234	5.221367e-09	9.066387	0.90195596	-3.7124588e-05	0.0
92	74.85168	522.1111	465000	472.6812138557434	10.118977	1.1825562e-08	7.32666	0.90169024	-0.00020628222	0.0008
93	78.65975	562.5	470000	476.63975048065186	10.340113	-9.536744e-10	8.5105	0.9013286	0.00040951787	0.0018
94	79.6929	552.1111	475000	480.7088701725006	10.065124	2.4414062e-08	9.977157	0.9010051	-0.00021817155	0.0002
95	80.596176	558.875	480000	484.5383858680725	9.886233	-2.6798249e-08	9.672722	0.9007105	0.0002607535	0.0
96	82.08702	567.625	485000	488.48116087913513	10.072795	-2.7751923e-08	9.66174	0.90040994	0.0007269911	0.0
97	78.543526	557.75	490000	492.4913103580475	10.594667	-2.5558471e-08	8.872865	0.9001324	0.0010524226	0.0012
98	80.09641	558.0	495000	497.2469882965088	10.58543	1.3136864e-08	8.840067	0.8998662	0.001061713	0.0018
99	77.21781	544.2222	500000	501.14553213119507	10.60117	6.7710877e-09	7.7437024	0.89962023	-0.0003804198	0.0
100	79.42077	555.44446	505000	508.56238651275635	10.646644	-1.8167496e-08	7.7630787	0.8994451	0.001314562	0.0
101	79.42472	559.25	510000	512.6673672199249	10.765261	-8.201599e-09	8.597896	0.899312	3.2509924e-05	0.0002
102	79.77827	555.0	515000	520.0847706794739	10.57292	7.820129e-09	7.8362837	0.89911795	0.000308061	0.0004
103	79.79663	560.0	520000	523.9575591087341	10.821347	-5.722046e-09	7.695546	0.8989081	0.00083854276	0.0008
104	82.34336	567.625	525000	527.9239678382874	10.899881	-9.536743e-11	7.9499087	0.89865583	-0.00042929992	0.0004
105	77.2388	552.7778	530000	533.0962519645691	11.007189	-2.002716e-09	7.6705227	0.89837664	0.00082648086	0.0004
106	78.54295	553.125	535000	537.6918098926544	10.879661	-1.27792354e-08	7.6737967	0.8981128	0.0023101955	0.0022
107	80.50397	561.375	540000	545.1467616558075	10.769438	-1.3923645e-08	6.7724476	0.8978705	0.0013283652	0.0054
108	80.78312	566.125	545000	552.5491616725922	10.926838	-1.4686584e-08	5.9444947	0.89767236	0.00036298926	0.0
109	76.78505	554.8889	550000	556.6531662940979	10.9352665	-2.0503998e-08	6.7727666	0.89751124	0.0004076273	0.0
110	77.38932	549.6667	555000	560.5432064533234	10.850774	2.6893616e-08	6.478082	0.89734256	-0.00040916645	0.0002
111	71.56423	522.1111	560000	568.0968446731567	11.132439	1.7166137e-09	6.5021095	0.8971564	0.0009617171	0.0
112	59.75465	426.54544	565000	575.5998356342316	11.191201	1.3351441e-08	9.06111	0.8969874	0.0013995903	0.0
113	52.275364	373.15384	570000	579.555507183075	11.497006	7.343292e-09	10.598346	0.89685345	7.5607466e-05	0.0
114	59.563656	424.81818	575000	583.6596341133118	11.443012	3.8146974e-09	7.7893867	0.8967712	0.00035220635	0.0
115	57.80634	418.63635	580000	589.0117962360382	11.364861	-1.9073487e-09	6.9889007	0.8967238	0.00041852298	0.0004
116	65.11011	463.7	585000	593.8785376548767	10.8609295	-4.386902e-09	5.4398756	0.8966433	0.0007554527	0.0008
117	66.904465	478.1	590000	597.831778049469	10.810562	-2.2888185e-09	3.7914288	0.8965067	0.00014035063	0.0
118	65.59294	473.6	595000	601.9435346126556	10.758852	4.577637e-09	2.8825965	0.89636165	0.0011509875	0.0008
119	72.78915	537.1111	600000	607.4525496959686	9.925578	-5.912781e-09	4.162426	0.8961957	0.0027824934	0.0028
120	71.97405	540.3333	605000	615.0012674331665	9.77917	-2.5558471e-08	3.4464107	0.89600515	0.0027222454	0.0234
121	74.28296	554.2222	610000	619.5177140235901	9.836787	-1.9836426e-08	3.927302	0.89573956	0.0018469156	0.0094
122	71.44972	548.2222	615000	624.9244775772095	10.016122	-1.0490417e-09	2.74574	0.89540213	0.0029849506	0.0048
123	74.97695	555.25	620000	628.7442128658295	10.1872015	1.7738342e-08	4.171897	0.89504004	0.002228163	0.0222
124	72.52118	540.55554	625000	632.8071575164795	10.604238	-3.8146974e-09	3.0756552	0.89467615	0.0024529584	0.0124
125	73.07491	529.44446	630000	638.164065361023	10.882307	1.7166137e-08	2.2074983	0.8943486	0.0034125047	0.0042
126	74.62119	554.0	635000	641.9635870456696	10.67474	-1.7166137e-08	3.0184996	0.89405686	0.0009089082	0.0
127	80.87294	579.875	640000	645.8360207080841	10.619217	1.3256073e-08	3.7081184	0.8937668	0.00026464666	0.0
128	79.08186	586.125	645000	649.7687702178955	10.711357	-1.077652e-08	2.654903	0.89350253	0.00023143105	0.0
129	76.71478	581.25	650000	653.5262839794159	10.706156	4.7683715e-09	2.187784	0.89322734	0.000508635	0.0
130	78.814705	597.875	655000	657.5607454776764	10.524896	-2.861023e-09	3.11378	0.8929498	0.0003246626	0.0
131	81.97064	615.5	660000	661.4708154201508	10.413263	5.1498414e-09	2.9648077	0.8927452	0.0012451552	0.0002
132	79.61058	628.2857	665000	668.9682202339172	10.490241	6.4849854e-09	3.1992538	0.89256525	0.0027484384	0.02
133	85.51904	637.0	670000	673.5810916423798	10.54187	-4.386902e-09	2.8476489	0.89239454	0.0013399862	0.0004
134	85.20269	645.4286	675000	677.4554309844971	10.528705	-1.8692017e-08	3.0452962	0.89219314	0.00047659985	0.0
135	87.05054	641.7143	680000	684.9659254550934	10.557676	-1.7738342e-08	3.9887176	0.8919266	-0.00027683357	0.0
136	86.13114	636.1429	685000	689.0180306434631	10.628299	3.0136107e-08	3.1395378	0.8917126	0.002435877	0.0148
137	84.204094	628.4286	690000	692.9641835689545	10.577524	1.0204316e-08	3.5496933	0.89141613	0.0008163474	0.0126
138	82.04341	611.75	695000	700.4901931285858	10.836164	2.9563905e-09	3.3563983	0.89113086	2.0429063e-05	0.0
139	82.82324	624.625	700000	704.388001203537	10.836728	2.193451e-09	2.9251995	0.89087206	0.0013345428	0.0
140	86.8822	619.75	705000	708.3576300144196	10.633356	-1.9836426e-08	4.010032	0.8906935	0.00092583237	0.0008
141	85.64364	638.1429	710000	712.31005859375	10.873954	-1.411438e-08	2.4270701	0.8905895	0.0005776096	0.0
142	79.39502	631.2857	715000	719.8037474155426	10.760887	4.9591065e-09	2.5682976	0.89051133	0.00025513992	0.0
143	84.365715	633.4286	720000	723.8927040100098	10.782008	0.0	4.087689	0.89041054	-6.836629e-06	0.0
144	86.83702	624.375	725000	727.8753378391266	10.798844	2.8419494e-08	3.4337022	0.8902992	0.0011022489	0.0004
145	84.861465	625.8571	730000	731.8361694812775	10.895962	6.866455e-09	2.9535093	0.8901987	0.0003552435	0.0066
146	88.14668	631.0	735000	736.5499169826508	10.994501	-5.1498414e-09	3.4503405	0.8900694	0.0011183972	0.0004
147	86.68498	624.75	740000	744.0121469497681	10.99415	1.1062622e-08	3.219844	0.88994473	0.0016594187	0.0
148	88.08782	637.8571	745000	751.4801506996155	11.182166	-1.2588501e-08	3.2280326	0.88978875	0.0010145663	0.003
149	90.95563	661.4286	750000	756.9795978069305	11.266497	1.3351441e-08	2.5628476	0.8895211	-0.00036795644	0.0
150	89.524155	647.4286	755000	760.793231010437	11.371066	-1.2874604e-08	2.6592171	0.889208	0.0009915796	0.0006
151	91.244934	643.1429	760000	765.0677216053009	11.286617	-8.010864e-09	3.4180677	0.8889084	0.00029464145	0.0002
152	90.203995	653.2857	765000	768.8507881164551	11.290319	-1.9073487e-09	2.8337429	0.8885915	-0.0001888622	0.0
153	90.569374	653.5714	770000	776.3561675548553	11.247163	-3.8146974e-09	3.170318	0.8882821	0.0006518748	0.0
154	93.49751	658.1429	775000	781.7662510871887	11.343711	8.010864e-09	3.1932511	0.88793516	0.0004730087	0.0
155	91.06655	648.8571	780000	789.2271361351013	11.340455	-1.525879e-08	2.97551	0.88765067	8.246911e-05	0.0
156	93.43407	658.4286	785000	796.5961830615997	11.421882	5.531311e-09	3.160834	0.887341	0.00065144314	0.0002
157	88.962036	648.8571	790000	804.0921227931976	11.432119	1.2302399e-08	2.3870761	0.8870469	0.00026684636	0.0
158	90.930916	644.5714	795000	808.751941204071	11.546273	-7.6293943e-10	2.8541462	0.88676524	5.3622484e-06	0.0
159	87.94608	633.0	800000	813.2863876819611	11.527381	-4.9591065e-09	3.0276427	0.8864371	0.0006636841	0.0
160	88.46085	640.5714	805000	817.1676762104034	11.557376	-1.0681152e-08	2.5295508	0.88614094	0.0002419271	0.0
161	91.314415	643.2857	810000	821.5120482444763	11.652307	-5.1498414e-09	2.5129247	0.88584316	7.678819e-05	0.0
162	89.00938	628.0	815000	827.2723937034607	11.484799	-3.8146974e-09	3.1229901	0.88549113	0.0013192014	0.0004
163	85.79089	601.0	820000	831.4945197105408	11.69111	-6.3896177e-09	2.5768068	0.8850829	0.0015741318	0.0068
164	85.61383	601.75	825000	836.825311422348	11.5896435	4.577637e-09	2.2950554	0.88466233	0.0020013195	0.0006
165	81.921555	568.0	830000	841.0524399280548	11.959099	-7.05719e-09	1.9850383	0.88425976	0.0002660733	0.0
166	74.55898	522.55554	835000	844.9697682857513	12.239922	2.0980835e-09	2.655631	0.88394123	7.7568344e-05	0.0
167	79.1587	557.25	840000	852.4623847007751	11.8022785	1.335144e-09	2.4232395	0.8836592	0.0002376337	0.0
168	84.58501	586.75	845000	856.430014371872	11.585125	-4.9591065e-09	2.5193195	0.88340265	0.0006008895	0.0
169	82.81518	576.75	850000	864.0389926433563	11.505452	3.9100647e-09	2.2603464	0.8830929	0.00014578388	0.0
170	83.48662	581.5	855000	867.9847757816315	11.374831	-1.8692017e-08	2.583007	0.88277423	0.0008107394	0.0
171	80.05783	565.5	860000	871.9370727539062	11.447687	4.577637e-09	2.4213665	0.88248163	8.211937e-05	0.0
172	83.39554	588.0	865000	878.7999238967896	11.492638	-1.7261506e-08	2.494402	0.88221145	0.0012497978	0.001
173	84.25029	595.125	870000	886.3047869205475	11.350426	3.0517577e-09	2.242898	0.88193566	8.169129e-05	0.0004
174	85.180725	593.5	875000	891.1026997566223	11.854041	-1.5258789e-09	2.6835403	0.8816755	0.0013283261	0.0
175	85.39718	595.375	880000	898.5855708122253	11.827204	-7.247925e-09	2.634604	0.8814502	-9.302354e-06	0.0
176	84.30956	597.75	885000	903.4854073524475	11.864386	-6.866455e-09	2.5770485	0.88118225	7.851064e-05	0.0
177	84.49774	597.875	890000	910.8943047523499	12.036908	6.1035155e-09	2.782402	0.8808589	-0.00067438424	0.0
178	87.68005	610.875	895000	915.5846757888794	11.889332	-4.196167e-09	2.6890776	0.88052374	0.000503857	0.0
179	84.707886	596.375	900000	920.2672128677368	11.973889	-7.724762e-09	2.5669641	0.880251	0.00011873913	0.0
180	85.40831	595.25	905000	925.4372205734253	11.983214	-5.722046e-10	2.9632735	0.88001287	-0.00019757012	0.0
181	87.209656	605.375	910000	929.3667917251587	11.797441	-5.340576e-09	2.923832	0.8797779	0.0008966464	0.0002
182	86.989624	608.0	915000	936.8639616966248	11.599089	4.577637e-09	2.667119	0.87953836	0.0011846869	0.001
183	87.62038	613.875	920000	942.2206923961639	11.617001	-1.2588501e-08	2.7534552	0.8792715	0.0013061389	0.0006
184	86.901825	608.0	925000	949.7313976287842	11.524775	3.528595e-09	2.7487128	0.87897205	0.00075162394	0.0002
185	87.893845	608.875	930000	954.0270285606384	11.609743	-5.722046e-09	2.777756	0.8787265	-0.00021599868	0.0
186	87.67679	608.0	935000	957.865386724472	11.728393	1.3542175e-08	2.4465652	0.87847537	0.0003051685	0.0
187	88.16804	615.5	940000	962.6068017482758	11.896822	-5.531311e-09	2.6038313	0.8781955	0.00012222536	0.0
188	91.28758	627.8571	945000	970.1129310131073	11.876929	-1.6403199e-08	2.8596897	0.877943	0.001132223	0.0
189	86.807	618.0	950000	974.7020215988159	12.087736	-3.0517577e-09	2.6015847	0.87769365	0.00097024953	0.0
190	86.27434	606.75	955000	980.111255645752	12.034989	3.8146974e-09	2.4345195	0.8775035	0.0006529584	0.0
191	88.29791	620.375	960000	984.0139055252075	11.999621	1.335144e-09	2.5202408	0.8773584	0.00080072565	0.0002
192	83.55629	600.875	965000	989.3883504867554	12.095987	-9.536744e-10	2.7166934	0.877178	0.00023670643	0.0014
193	83.53769	585.375	970000	994.0661697387695	11.989286	-5.531311e-09	1.8669947	0.8769366	0.00036831727	0.0
194	84.51262	599.875	975000	1001.5440185070038	12.00813	4.673004e-09	2.3845923	0.87668467	0.0008446894	0.0
195	86.949295	613.0	980000	1009.0753190517426	11.631471	-2.4795532e-09	2.4773235	0.87644005	0.0012712101	0.0002
196	87.65674	615.25	985000	1016.3734052181244	11.602247	6.866455e-09	2.488134	0.8761777	0.0014393374	0.0008
197	88.05865	609.5	990000	1021.3053286075592	11.616967	1.0299683e-08	2.758312	0.87598497	0.0015213568	0.0
198	81.55805	576.375	995000	1025.1522936820984	11.957117	8.392334e-09	2.603968	0.8758123	0.00037606244	0.0
199	83.07508	582.875	1000000	1029.1580669879913	11.9641075	-3.8146974e-09	2.1934993	0.8757283	6.5607215e-05	0.0
200	82.92111	582.875	1005000	1034.5411520004272	12.015208	4.577637e-09	1.9461496	0.87561756	0.00026643666	0.0
201	78.47417	551.875	1010000	1042.0946762561798	12.25503	-1.001358e-08	3.8891375	0.87549704	-0.00018148587	0.0
202	77.65897	544.55554	1015000	1045.9562776088715	12.346128	5.912781e-09	3.4258106	0.87540174	0.00058728905	0.0
203	83.024124	585.125	1020000	1050.27818775177	12.185415	-8.5830685e-09	2.465763	0.87534004	0.0019529606	0.0014
204	85.59976	609.5	1025000	1054.2536189556122	11.861291	-7.6293943e-10	2.6329598	0.87525856	0.001505973	0.002
205	87.87334	618.375	1030000	1059.046096086502	11.694335	-9.155274e-09	2.3961673	0.8751665	0.0008115406	0.0
206	90.611084	627.0	1035000	1064.4405760765076	11.722825	-5.722046e-10	2.8928883	0.8750306	5.8268284e-05	0.0
207	90.977066	638.5714	1040000	1068.4024286270142	11.89678	-3.8146972e-10	2.0938237	0.8748484	0.001397215	0.0004
208	90.22681	646.5714	1045000	1073.7963027954102	12.043167	-3.7193297e-09	1.794609	0.87460977	0.0026399868	0.0032
209	81.68007	576.875	1050000	1079.042135477066	12.423589	7.6293943e-10	3.0775106	0.8743326	0.0001846004	0.0
210	80.98497	570.875	1055000	1082.8433146476746	12.46269	9.250641e-09	2.5024886	0.8739785	0.00026651038	0.0
211	87.47092	619.625	1060000	1090.2387111186981	11.968713	-1.7166137e-09	1.8715582	0.87358874	0.00037072843	0.0
212	91.43482	644.2857	1065000	1094.1555681228638	12.005985	-5.340576e-09	1.8547801	0.8731983	0.00050437386	0.0012
213	88.72648	630.4286	1070000	1101.645384311676	11.785668	-5.2452087e-10	2.021197	0.8728502	0.001386013	0.0024
214	89.12233	644.7143	1075000	1106.0713121891022	11.856357	4.9591065e-09	1.8991568	0.87250364	0.0014778648	0.001
215	90.77074	631.0	1080000	1112.6752350330353	11.889088	-1.3351441e-08	2.1039464	0.87214667	0.0007718685	0.0
216	88.753235	625.0	1085000	1116.6962010860443	11.97125	4.005432e-09	2.2428968	0.87180567	5.08523e-07	0.0
217	90.22004	637.2857	1090000	1124.1538910865784	12.322914	1.3160705e-08	2.2720742	0.8714089	-0.00070713635	0.0
218	93.39345	658.5714	1095000	1129.6342120170593	12.008608	-4.577637e-09	1.8774549	0.8710458	-0.00031803158	0.0
219	88.387215	639.7143	1100000	1134.1948881149292	12.310309	6.1035155e-09	2.311049	0.87070537	0.0010889628	0.0
220	92.60148	644.1429	1105000	1138.237634420395	12.151275	8.010864e-09	2.173497	0.8703445	0.0013867387	0.0
221	95.482544	673.5714	1110000	1145.7329270839691	12.00407	9.536744e-10	2.1644087	0.8699915	0.00044819945	0.0004
222	96.01782	686.5714	1115000	1149.707805633545	11.926237	2.861023e-09	2.147002	0.8696165	0.0016705892	0.0006
223	95.30878	697.7143	1120000	1156.5224652290344	11.93108	9.059906e-10	1.8283701	0.86926436	0.0021794105	0.0038
224	97.00752	692.0	1125000	1163.9493219852448	11.928699	3.3378602e-09	1.905535	0.86900276	0.0022146255	0.001
225	92.4259	671.0	1130000	1167.8132717609406	11.845674	-1.5258789e-09	1.8654479	0.8687637	0.0021715816	0.0036
226	92.000786	649.5714	1135000	1171.9200885295868	12.0848675	-4.196167e-09	1.4570793	0.86850625	0.00029289725	0.0
227	90.66349	665.1429	1140000	1176.2126696109772	11.997315	1.9073486e-10	1.5887362	0.8682219	0.00026413208	0.0
228	87.01091	613.375	1145000	1180.5228683948517	12.430025	2.4795532e-09	1.9185736	0.8679057	0.00025015022	0.0
229	90.91905	647.8571	1150000	1184.4439191818237	12.126808	3.8146974e-09	2.1510694	0.86754006	0.00015263005	0.004
230	94.49437	668.2857	1155000	1189.0873718261719	11.761107	1.1014938e-08	2.189198	0.86719805	0.0025800741	0.0206
